epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,train/rle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,val/rle_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
88,27468.4,0.57099,1.46645,0.15016,0.25368,0.00921,0.00722,0.98117,0.98407,0.993,0.90853,0.92702,0.91138,0.91537,0.7983,0.44817,1.09635,0.0291,0.16377,0.00947,0,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
89,27779.9,0.56364,1.42793,0.14746,0.25335,0.00906,0.00052,0.98389,0.98203,0.99287,0.90815,0.92125,0.91382,0.91467,0.7972,0.44708,1.0974,0.02883,0.16469,0.00944,0,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
90,28093.8,0.56046,1.41296,0.14672,0.24921,0.00906,0.00228,0.98095,0.98435,0.99291,0.90819,0.92511,0.90914,0.91446,0.79743,0.44632,1.10139,0.02823,0.1646,0.00943,0,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
91,28384.5,0.42215,0.87876,0.05395,0.14766,0.00932,0.06499,0.98123,0.98592,0.99303,0.90913,0.92333,0.91538,0.91513,0.79856,0.44528,1.09769,0.02735,0.16185,0.0094,0,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
92,28675.3,0.40831,0.84759,0.04995,0.14493,0.00904,0.03515,0.98132,0.98458,0.99294,0.90908,0.92506,0.91296,0.91471,0.79891,0.44412,1.09561,0.02613,0.16354,0.00937,0,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
93,28967.4,0.40007,0.82655,0.04725,0.1397,0.00876,0.02155,0.9833,0.98325,0.99296,0.90939,0.91928,0.91722,0.91488,0.79925,0.44319,1.09334,0.025,0.16191,0.00934,0,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
94,29257.1,0.39216,0.80237,0.04696,0.13593,0.00856,0.0172,0.98223,0.98356,0.99289,0.90951,0.92957,0.90875,0.91504,0.79996,0.44191,1.09077,0.02405,0.16219,0.00931,0,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
95,29548.2,0.37946,0.77345,0.04469,0.12685,0.0082,0.00197,0.9831,0.98407,0.99304,0.9103,0.93029,0.9098,0.91568,0.80126,0.44047,1.0872,0.02306,0.15992,0.00925,0,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
96,29838.9,0.37438,0.75771,0.04504,0.12491,0.00805,0.00413,0.98378,0.98343,0.99299,0.91078,0.92859,0.91138,0.91553,0.80126,0.4392,1.08216,0.02225,0.16014,0.00922,0,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
97,30130.1,0.36659,0.74805,0.04471,0.12405,0.00791,0.00533,0.98444,0.98377,0.99303,0.91093,0.92981,0.91041,0.91557,0.80147,0.43816,1.08238,0.02153,0.15958,0.00918,0,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
98,30422.4,0.36081,0.72615,0.04241,0.12109,0.00769,0.00025,0.98257,0.98446,0.993,0.91082,0.9291,0.91009,0.91538,0.80124,0.43706,1.07759,0.02101,0.16135,0.00915,0,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
99,30720.5,0.35208,0.70598,0.04262,0.11815,0.0075,0.00167,0.98306,0.9838,0.99307,0.91113,0.92994,0.90965,0.91538,0.80167,0.4364,1.07534,0.02051,0.15996,0.00913,0,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
100,31010.7,0.34748,0.69473,0.04257,0.11559,0.0074,0,0.98366,0.9828,0.99306,0.91111,0.93052,0.90965,0.91537,0.80168,0.43591,1.07309,0.02009,0.16037,0.00911,0,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
