epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
90,20479.5,0.53143,1.97773,0.17763,0.31667,1.0233,0.98077,0.98138,0.99245,0.90199,0.91125,0.87925,0.87979,0.74157,0.46277,1.4409,0.03241,0.22477,0.91598,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
91,20685,0.42675,1.45217,0.06427,0.22879,0.95995,0.98046,0.98152,0.99251,0.90332,0.91397,0.87817,0.88016,0.74319,0.46094,1.42976,0.03109,0.22385,0.91526,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
92,20890,0.41322,1.39176,0.0585,0.21824,0.95338,0.98068,0.98114,0.9925,0.903,0.91381,0.8839,0.88841,0.74534,0.4591,1.41242,0.02972,0.22266,0.91426,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
93,21096.8,0.40701,1.36631,0.05735,0.21537,0.9484,0.97853,0.98382,0.9925,0.90382,0.91904,0.88531,0.89075,0.74751,0.4569,1.39911,0.02856,0.22176,0.91273,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
94,21301.4,0.40408,1.34149,0.05682,0.21408,0.95038,0.97832,0.98324,0.99249,0.90464,0.92097,0.88722,0.89136,0.74943,0.45564,1.38553,0.02741,0.22028,0.912,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
95,21505.6,0.39777,1.31213,0.05433,0.21028,0.93996,0.97907,0.98363,0.99249,0.90425,0.92197,0.88983,0.8917,0.75017,0.45518,1.37654,0.02648,0.22006,0.91114,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
96,21714.4,0.39541,1.2983,0.05481,0.20908,0.94081,0.97883,0.98416,0.99253,0.90558,0.92165,0.89196,0.89213,0.7521,0.45448,1.36738,0.02565,0.21959,0.91022,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
97,21919.3,0.38982,1.28121,0.0551,0.20545,0.93897,0.9792,0.98396,0.99256,0.90565,0.92322,0.89295,0.89225,0.75315,0.4536,1.36038,0.02503,0.21876,0.90942,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
98,22129.8,0.38662,1.26151,0.05279,0.20294,0.93383,0.97907,0.98383,0.99259,0.90544,0.92309,0.89334,0.8922,0.75493,0.45261,1.35671,0.02453,0.21791,0.90858,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
99,22336.3,0.38198,1.23601,0.05272,0.19915,0.93371,0.97908,0.9839,0.99261,0.90557,0.92426,0.89346,0.89242,0.75518,0.45197,1.3522,0.02406,0.21721,0.90784,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
100,22540.7,0.38109,1.22759,0.05338,0.1989,0.93185,0.97956,0.98328,0.99262,0.90566,0.92339,0.8941,0.89259,0.75538,0.45155,1.34855,0.02371,0.21697,0.90731,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
