epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,train/rle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,val/rle_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
87,23491,0.65293,1.71697,0.17917,0.29757,0.01084,0.07339,0.9829,0.98148,0.9927,0.8966,0.92028,0.89744,0.90213,0.77489,0.49298,1.21151,0.03994,0.18038,0.01053,0,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
88,23759.5,0.6521,1.72886,0.17617,0.30043,0.01073,0.07294,0.98504,0.97948,0.99268,0.89764,0.9145,0.90251,0.90236,0.7767,0.49121,1.20769,0.03955,0.18004,0.01049,0,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
89,24025.4,0.64459,1.67816,0.17389,0.29979,0.0106,0.03857,0.98414,0.98056,0.99267,0.89848,0.91424,0.90212,0.90196,0.77599,0.49076,1.21215,0.03882,0.18017,0.01049,0,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
90,24291.7,0.6408,1.66919,0.17266,0.29766,0.01054,0.04094,0.98603,0.98059,0.99279,0.89895,0.91252,0.90277,0.90206,0.77576,0.48987,1.21489,0.0383,0.17846,0.01046,0,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
91,24538.6,0.49993,1.07779,0.06932,0.17891,0.01118,0.24913,0.98538,0.97951,0.99277,0.89892,0.91568,0.90097,0.90221,0.7764,0.48875,1.21235,0.03691,0.17923,0.01044,0,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
92,24784.1,0.4855,1.02943,0.06299,0.167,0.01098,0.16205,0.9846,0.9805,0.99284,0.89912,0.92001,0.90098,0.90311,0.77784,0.48771,1.2018,0.03508,0.17961,0.01042,0,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
93,25029.4,0.47877,1.02026,0.06112,0.16639,0.01078,0.12459,0.98493,0.98037,0.99286,0.89957,0.92137,0.90149,0.90339,0.77826,0.48536,1.19263,0.03354,0.17849,0.01036,0,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
94,25274.9,0.47149,0.99164,0.05956,0.16753,0.01051,0.11311,0.98363,0.9819,0.99291,0.89982,0.9219,0.90289,0.9036,0.77944,0.48336,1.18482,0.03208,0.178,0.01031,0,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
95,25529.3,0.46092,0.98282,0.05719,0.16261,0.01015,0.07754,0.98324,0.98025,0.99292,0.90048,0.92295,0.90366,0.90393,0.78111,0.48112,1.17759,0.03083,0.17854,0.01027,0,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
96,25776,0.45652,0.97027,0.05753,0.15782,0.01006,0.06974,0.98476,0.98011,0.9929,0.90056,0.92278,0.90506,0.90399,0.78222,0.47982,1.17247,0.02973,0.17767,0.01024,0,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
97,26023.2,0.44799,0.95092,0.05703,0.15514,0.0099,0.08522,0.9832,0.98025,0.99298,0.90107,0.92499,0.90524,0.90448,0.78321,0.47805,1.17028,0.02884,0.1764,0.01018,0,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
98,26269.5,0.43935,0.94086,0.05426,0.1534,0.0096,0.04833,0.98348,0.97986,0.9927,0.90134,0.92648,0.90098,0.9115,0.78434,0.47713,1.16879,0.02811,0.17582,0.01015,0,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
99,26516.6,0.43526,0.92947,0.05452,0.14989,0.00953,0.03326,0.98375,0.98003,0.9927,0.90137,0.92432,0.90595,0.9118,0.78454,0.47646,1.16677,0.02742,0.17352,0.01013,0,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
100,26762,0.42881,0.91568,0.05514,0.14817,0.00937,0.02436,0.98426,0.98041,0.99269,0.90123,0.92506,0.90621,0.91295,0.78444,0.47571,1.16413,0.02683,0.17363,0.01011,0,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
